Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"313653","1","2016-03-14 18:09:15","0","181","<bare-infinitive>","1",""
"313656","1","2016-03-14 18:18:13","46","17875","<phrase-requests><idiom-requests>","9","7"
"313659","1","2016-03-14 18:33:51","1","5452","<literary-techniques><narration>","2",""
"313660","1","2016-03-14 18:36:50","7","5441","<nouns><pronunciation>","6","1"
"313661","1","2016-03-14 18:39:38","2","1008","<word-usage>","1",""
"313663","1","2016-03-14 18:48:25","6","975","<single-word-requests>","2",""
"313674","1","2016-03-14 19:17:49","2","98","<single-word-requests>","2","1"
"313684","1","2016-03-14 20:22:23","6","133","<meaning>","1",""
"313688","1","2016-03-14 20:38:35","0","1145","<meaning><single-word-requests><phrases>","1",""
"313689","1","2016-03-14 20:42:09","0","2291","<grammaticality>","1",""
"313693","1","2016-03-14 20:59:07","-1","952","<sentence><comparatives>","2",""
"313695","1","2016-03-14 21:05:36","0","5768","<meaning><etymology>","4",""
"313704","1","2016-03-14 21:27:29","0","141","<grammar>","1",""
"313707","1","2016-03-14 21:55:33","0","463","<word-choice>","0",""
"313709","1","2016-03-14 22:25:04","0","250","<prepositions>","1",""
"313712","1","2016-03-14 22:46:23","72","14686","<single-word-requests><pejorative-language>","12","10"
"313716","1","2016-03-14 23:01:17","3","128","<grammaticality><syntactic-analysis>","2",""
"313720","1","2016-03-14 23:12:27","0","98","<meaning><expressions><meaning-in-context>","1",""
"313725","1","2016-03-14 23:48:24","2","4068","<meaning><etymology><historical-change>","1",""
"313728","1","2016-03-14 23:53:40","1","278","<meaning><language-evolution><argument-structure>","1",""
"313735","1","2016-03-15 00:35:15","3","10530","<single-word-requests><word-choice>","2","1"
"313753","1","2016-03-15 02:22:15","0","8581","<grammar><past-tense>","4","1"
"313758","1","2016-03-15 03:06:50","0","140","<punctuation>","0",""
"313761","1","2016-03-15 03:25:40","1","1442","<meaning><differences><compounds>","1","1"
"313767","1","2016-03-15 03:50:08","0","7816","<hyphenation><archaicisms>","1",""
"313770","1","2016-03-15 04:11:16","1","61","<punctuation>","2",""
"313780","1","2016-03-15 06:08:16","4","5665","<phrase-requests><synonyms><idiom-requests>","4",""
"313782","1","2016-03-15 06:23:49","15","24997","<proverbs><proverb-requests><hindi>","6",""
"313790","1","2016-03-15 07:26:29","0","99","<grammar>","1",""
"313793","1","2016-03-15 07:55:22","4","635","<single-word-requests>","3",""
"313796","1","2016-03-15 08:03:25","5","2671","<meaning><grammar><synonyms><slang><internet>","4","1"
"313803","1","2016-03-15 08:50:05","3","624","<word-usage><punctuation><usage><phrase-usage><slash>","0","1"
"313810","1","2016-03-15 09:10:52","3","5001","<pronouns>","2",""
"313825","1","2016-03-15 11:08:45","3","7029","<grammar><grammatical-number><articles><syntactic-analysis>","3","1"
"313834","1","2016-03-15 12:31:29","0","3516","<word-choice>","2",""
"313838","1","2016-03-15 13:29:20","4","184","<single-word-requests><verbs><questions><proverbs>","3","1"
"313845","1","2016-03-15 14:06:48","6","6861","<single-word-requests><phrase-requests>","4","1"
"313848","1","2016-03-15 14:15:02","0","635","<grammatical-number>","1",""
"313858","1","2016-03-15 14:44:29","7","428","<translation><spanish>","3","1"
"313877","1","2016-03-15 15:50:23","2","398","<single-word-requests>","3",""
"313903","1","2016-03-15 18:03:04","2","675","<differences>","1",""
"313914","1","2016-03-15 18:35:46","6","384","<accent><stress>","1","1"
"313916","1","2016-03-15 18:52:05","6","210","<single-word-requests><shapes>","2",""
"313921","1","2016-03-15 19:13:59","9","1265","<phrase-requests><idiom-requests><expression-requests>","4","2"
"313925","1","2016-03-15 19:50:32","-2","176","<meaning>","1",""
"313927","1","2016-03-15 19:59:49","0","225","<prepositions><gerunds><parallelism><intransitive-verbs><transitive>","1",""
"313933","1","2016-03-15 21:03:59","3","1438","<meaning><etymology>","3","1"
"313937","1","2016-03-15 21:43:19","1","363","<single-word-requests><word-usage><phrase-requests><expression-requests>","2",""
"313958","1","2016-03-16 00:43:30","3","115","<single-word-requests>","1",""
"313959","1","2016-03-16 00:46:27","1","567","<phrase-requests><idiom-requests><popular-refrains><rhymes>","4","2"
"313961","1","2016-03-16 01:19:30","3","3499","<tenses><adverbs><future><adverb-position>","2",""
"313963","1","2016-03-16 01:39:13","1","1147","<phrase-meaning><phrasal-verbs>","1",""
"313969","1","2016-03-16 02:02:21","45","9295","<single-word-requests>","12","8"
"313972","1","2016-03-16 02:25:32","1","9184","<grammaticality>","0",""
"313977","1","2016-03-16 03:01:52","1","7466","<formality>","1",""
"313988","1","2016-03-16 07:16:26","0","158","<verbs><meaning-in-context>","1",""
"313989","1","2016-03-16 07:33:47","-3","261","<single-word-requests>","1",""
"313993","1","2016-03-16 08:03:00","2","2178","<terminology><syntactic-analysis><subject-verb-inversion>","1",""
"313998","1","2016-03-16 08:58:20","2","542","<connotation>","0","1"
"313999","1","2016-03-16 09:02:28","7","12910","<meaning><phrases><meaning-in-context>","2","1"
"314010","1","2016-03-16 10:23:14","1","239","<grammaticality><vocabulary><syntactic-analysis><editing>","2",""
"314014","1","2016-03-16 10:55:35","2","95","<phrase-requests>","2",""
"314016","1","2016-03-16 11:04:44","6","74151","<grammaticality>","3","1"
"314018","1","2016-03-16 11:07:52","2","37462","<grammatical-number><numbers>","1",""
"314024","1","2016-03-16 11:41:38","0","4562","<single-word-requests>","1",""
"314025","1","2016-03-16 11:58:01","24","4728","<single-word-requests><phrase-requests>","14","1"
"314026","1","2016-03-16 11:59:22","0","4114","<grammatical-number><slogan>","1",""
"314027","1","2016-03-16 12:05:34","2","2717","<meaning>","1",""
"314047","1","2016-03-16 13:17:35","0","255","<word-choice><grammar><word-usage>","0",""
"314053","1","2016-03-16 13:51:12","2","33762","<phrases><origin-unknown>","2",""
"314061","1","2016-03-16 14:36:53","7","3020","<phrase-requests><idiom-requests><expression-requests>","7",""
"314062","1","2016-03-16 14:41:51","1","2836","<quotations>","2","1"
"314067","1","2016-03-16 15:12:09","2","6277","<single-word-requests><word-choice><synonyms>","5",""
"314070","1","2016-03-16 15:38:22","0","92","<single-word-requests><brands>","0",""
"314074","1","2016-03-16 15:54:18","0","54","<punctuation>","1",""
"314076","1","2016-03-16 16:00:04","1","17430","<differences>","1",""
"314084","1","2016-03-16 16:27:25","1","104","<possessives>","2",""
"314085","1","2016-03-16 16:29:38","-1","998","<past-tense><questions><subjects><objects><do>","2",""
"314087","1","2016-03-16 16:36:53","2","4907","<grammar><conditionals><would>","3",""
"314092","1","2016-03-16 17:03:24","0","8475","<meaning><grammaticality><vocabulary><sentence><phrase-meaning>","1",""
"314099","1","2016-03-16 17:20:17","6","51706","<grammar><grammatical-number>","2","1"
"314105","1","2016-03-16 18:00:17","1","3072","<terminology><technical><synonyms>","2",""
"314110","1","2016-03-16 18:10:28","0","172","<single-word-requests>","1",""
"314119","1","2016-03-16 19:09:51","1","674","<single-word-requests><adjectives><suffixes><derivational-morphology><german>","1",""
"314120","1","2016-03-16 19:09:59","2","2863","<meaning-in-context><expression-requests>","1","1"
"314126","1","2016-03-16 19:42:50","1","1230","<articles>","1",""
"314130","1","2016-03-16 20:08:06","2","1226","<grammar><future><when>","1",""
"314132","1","2016-03-16 20:12:13","0","1938","<capitalization>","2",""
"314144","1","2016-03-16 20:57:05","1","727","<quotations><italics><context>","3",""
"314156","1","2016-03-16 22:18:42","1","619","<single-word-requests>","1",""
"314160","1","2016-03-16 22:36:37","2","5617","<omissibility>","2","1"
"314162","1","2016-03-16 22:57:25","7","6608","<single-word-requests><idiom-requests>","10","2"
"314163","1","2016-03-16 23:00:51","1","662","<grammaticality><nouns><american-english>","3",""
"314180","1","2016-03-17 00:35:06","-2","6339","<adjectives>","1",""
"314184","1","2016-03-17 01:11:11","0","4737","<single-word-requests><phrase-requests>","1",""
"314190","1","2016-03-17 01:40:09","1","1147","<grammar><adjectives><word-formation><compound-adjectives>","2",""
"314191","1","2016-03-17 01:43:47","1","336","<single-word-requests>","7",""
"314192","1","2016-03-17 01:46:04","0","110","<grammar><articles><definite-articles>","1",""
"314193","1","2016-03-17 01:50:30","8","296","<single-word-requests><phrase-requests><epithet-requests>","4",""
"314195","1","2016-03-17 02:00:45","-1","65","<tenses>","1","0"
"314207","1","2016-03-17 02:51:45","1","2226","<orthography><pronunciation-vs-spelling><contractions>","1",""
"314209","1","2016-03-17 03:04:34","3","17093","<phrase-meaning>","1",""
"314213","1","2016-03-17 03:13:38","5","2893","<single-word-requests><names><surnames>","2","1"
"314216","1","2016-03-17 03:32:42","0","39090","<contractions><disambiguities>","1",""
"314220","1","2016-03-17 04:08:43","1","75","<meaning>","1",""
"314221","1","2016-03-17 04:15:03","5","1172","<etymology>","1",""
"314224","1","2016-03-17 04:19:14","1","990","<meaning><writing-style><formality>","1",""
"314230","1","2016-03-17 05:37:53","0","3135","<meaning><phrases><time>","1",""
"314232","1","2016-03-17 05:58:12","0","1480","<american-english>","1",""
"314234","1","2016-03-17 06:08:45","0","6272","<american-english>","4",""
"314241","1","2016-03-17 06:59:04","1","229","<verbs>","1",""
"314247","1","2016-03-17 07:44:09","1","386","<differences>","1",""
"314249","1","2016-03-17 07:59:09","14","6715","<phrase-requests><idiom-requests><expression-requests>","11","4"
"314257","1","2016-03-17 09:20:17","0","3708","<meaning><phrase-meaning>","1",""
"314260","1","2016-03-17 09:41:52","-1","1659","<meaning><single-word-requests>","1",""
"314264","1","2016-03-17 09:54:51","3","995","<single-word-requests>","6",""
"314268","1","2016-03-17 10:13:45","0","120","<tenses>","1","1"
"314272","1","2016-03-17 10:28:22","3","4298","<phrase-meaning>","1",""
"314281","1","2016-03-17 11:07:16","3","106","<translation><technical>","1",""
"314284","1","2016-03-17 11:19:49","-1","24018","<meaning>","1",""
"314288","1","2016-03-17 11:48:11","1","842","<nouns>","1",""
"314292","1","2016-03-17 12:12:08","2","1608","<grammaticality><writing-style>","1",""
"314295","1","2016-03-17 12:23:48","0","3735","<single-word-requests>","5",""
"314304","1","2016-03-17 13:01:45","0","562","<simple-past>","1",""
"314308","1","2016-03-17 13:32:59","5","416","<phrases><quotes><popular-refrains>","2",""
"314311","1","2016-03-17 13:41:43","-3","95","<prepositions>","1",""
"314315","1","2016-03-17 14:29:08","0","1588","<prepositions><gerunds>","1",""
"314316","1","2016-03-17 14:49:38","6","1611","<articles><numbers><fractions>","3",""
"314320","1","2016-03-17 15:14:13","1","5836","<alphabet><lexicon>","3",""
"314324","1","2016-03-17 15:37:31","1","467","<word-choice><word-usage>","4",""
"314336","1","2016-03-17 16:43:11","0","12","<grammar><syntactic-analysis>","0",""
"314339","1","2016-03-17 16:59:43","0","4183","<verbs><contractions>","1",""
"314342","1","2016-03-17 17:09:27","0","101","<sentence>","1",""
"314349","1","2016-03-17 17:47:05","29","37173","<single-word-requests><phrase-requests><idiom-requests><expression-requests>","9","4"
"314371","1","2016-03-17 19:21:43","2","282","<grammaticality><verbs><collocation>","1",""
"314382","1","2016-03-17 20:49:21","0","503","<grammar><adverbs>","1",""
"314389","1","2016-03-17 21:29:26","0","5784","<expressions>","1",""
"314390","1","2016-03-17 21:35:02","-2","900","<grammar><sentence><conditional-future><conditionals>","1",""
"314399","1","2016-03-17 23:45:24","1","619","<grammar><tenses><past-tense><modal-verbs>","2",""
"314420","1","2016-03-18 02:28:12","3","854","<etymology><greek>","1",""
"314424","1","2016-03-18 03:06:52","1","339","<prepositions>","1",""
"314427","1","2016-03-18 03:40:01","4","244","<idioms><translation><popular-refrains>","2","2"
"314428","1","2016-03-18 03:42:46","0","241","<prepositional-phrases><be>","0",""
"314432","1","2016-03-18 04:25:43","1","432","<grammatical-number><verb-agreement><gerund-phrases>","3","1"
"314436","1","2016-03-18 06:33:36","2","3872","<meaning>","1",""
"314442","1","2016-03-18 07:32:49","0","2478","<etymology>","1",""
"314443","1","2016-03-18 07:50:25","0","684","<meaning>","1",""
"314449","1","2016-03-18 08:12:16","2","1754","<grammaticality><contractions>","2",""
"314451","1","2016-03-18 08:30:32","1","112","<word-choice><grammar><word-usage><syntactic-analysis><slogan>","1",""
"314456","1","2016-03-18 08:50:53","2","1456","<phrase-origin>","2",""
"314458","1","2016-03-18 09:04:29","2","74","<orthography>","0",""
"314460","1","2016-03-18 09:28:15","4","2546","<word-choice>","1","1"
"314461","1","2016-03-18 09:32:32","2","83","<single-word-requests><word-choice>","1",""
"314466","1","2016-03-18 10:13:50","6","6152","<american-english><usage><formality><non-standard><regional>","2","1"
"314471","1","2016-03-18 11:12:30","5","820","<word-usage><expressions>","3",""
"314472","1","2016-03-18 11:18:53","0","819","<punctuation><british-english><writing-style><quotations>","1",""
"314474","1","2016-03-18 11:33:11","1","102","<grammar><phrasing>","1",""
"314475","1","2016-03-18 11:41:29","-1","2759","<passive-voice><active-voice>","3",""
"314480","1","2016-03-18 12:10:40","-1","20152","<single-word-requests><meaning><expressions><phrase-requests>","3",""
"314484","1","2016-03-18 12:32:41","6","454","<word-usage><transatlantic-differences><regional>","2","1"
"314486","1","2016-03-18 12:46:11","0","142","<subjunctive-mood>","2",""
"314487","1","2016-03-18 13:00:48","8","1103","<meaning><meaning-in-context>","1",""
"314494","1","2016-03-18 13:31:33","0","105","<single-word-requests>","5",""
"314498","1","2016-03-18 14:03:15","2","2129","<expressions><redundancy>","3","1"
"314504","1","2016-03-18 14:20:33","1","2400","<idioms><dialogue><cinema>","2",""
"314516","1","2016-03-18 15:07:21","1","535","<phrases><speech>","1",""
"314522","1","2016-03-18 15:54:27","0","52","<meaning><verbs>","1",""
"314541","1","2016-03-18 17:30:33","1","7982","<grammatical-number><verb-agreement><parentheticals>","1",""
"314545","1","2016-03-18 18:03:47","1","266","<grammar><articles><possessives>","2",""
"314546","1","2016-03-18 18:04:18","7","31072","<terminology><abbreviations>","1","3"
"314548","1","2016-03-18 18:50:44","0","792","<grammaticality><computing>","2",""
"314551","1","2016-03-18 19:20:05","2","585","<single-word-requests><verbs><synonyms>","4",""
"314558","1","2016-03-18 20:27:57","3","396","<word-choice><phrase-requests><technical>","2",""
"314565","1","2016-03-18 21:07:30","41","13810","<american-english><pronunciation><dialects>","4","12"
"314572","1","2016-03-18 22:03:07","1","108","<grammar><whose>","1",""
"314574","1","2016-03-18 22:22:21","1","11558","<single-word-requests>","5","1"
"314579","1","2016-03-18 23:02:35","1","652","<figures-of-speech>","1","1"
"314592","1","2016-03-19 01:48:01","0","3652","<grammar><verbs><nouns><verb-forms>","1",""
"314593","1","2016-03-19 01:56:33","1","5121","<phrases>","1",""
"314595","1","2016-03-19 02:09:22","2","1620","<meaning-in-context>","5",""
"314597","1","2016-03-19 02:23:04","1","399","<etymology><computing><common-word>","1",""
"314599","1","2016-03-19 02:26:40","3","2048","<single-word-requests><word-choice>","3","2"
"314603","1","2016-03-19 03:02:18","3","717","<uncountable-nouns><countable-nouns>","6",""
"314606","1","2016-03-19 03:19:55","10","13812","<single-word-requests><kinship-terms>","2","1"
"314618","1","2016-03-19 06:39:07","1","1043","<meaning><single-word-requests><phrase-requests><connotation>","1",""
"314624","1","2016-03-19 09:17:40","0","4454","<syntactic-analysis>","2",""
"314631","1","2016-03-19 10:53:45","1","385","<american-english><pronunciation><pronunciation-vs-spelling><vernacular><regional>","1","1"
"314638","1","2016-03-19 12:38:52","0","310","<comparisons><meaning>","1",""
"314644","1","2016-03-19 13:25:17","3","22182","<idioms>","4","1"
"314649","1","2016-03-19 13:55:28","1","29","<slang><dialects><contractions>","0",""
"314656","1","2016-03-19 15:19:58","2","24686","<word-choice><word-usage><differences>","3",""
"314657","1","2016-03-19 15:56:54","0","60","<single-word-requests>","0",""
"314660","1","2016-03-19 16:36:52","0","696","<meaning><idioms>","1","1"
"314661","1","2016-03-19 16:43:29","2","7002","<single-word-requests><word-choice><verbs>","1",""
"314670","1","2016-03-19 17:59:05","5","16193","<single-word-requests>","7",""
"314672","1","2016-03-19 18:14:47","2","653","<phrase-meaning>","2",""
"314674","1","2016-03-19 18:48:30","6","899","<meaning><linguistics><disambiguities>","6","1"
"314676","1","2016-03-19 18:52:00","0","220","<modal-verbs>","1",""
"314681","1","2016-03-19 19:28:54","1","189","<grammar><expressions>","1",""
"314685","1","2016-03-19 19:42:25","1","677","<nouns><terminology><capitalization><proper-nouns><plants>","2",""
"314686","1","2016-03-19 19:56:48","2","491","<single-word-requests>","2",""
"314699","1","2016-03-19 21:15:48","11","1320","<subject-verb-inversion><fronting>","3","3"
"314703","1","2016-03-19 21:51:43","1","228","<grammar><meaning-in-context><speech>","1",""
"314704","1","2016-03-19 21:59:02","1","136","<expressions><verbs>","1",""
"314714","1","2016-03-20 00:54:32","-1","1675","<synonyms><old-english><greek>","1",""
"314716","1","2016-03-20 00:56:54","2","21282","<word-usage>","3",""
"314726","1","2016-03-20 02:32:23","0","1333","<meaning><phrases><expressions><idioms><meaning-in-context>","0",""
"314729","1","2016-03-20 02:49:08","12","4669","<american-english><pronunciation><dialects><phonology><accent>","2","1"
"314738","1","2016-03-20 05:10:15","0","181","<syntactic-analysis>","1",""
"314743","1","2016-03-20 06:32:56","2","576","<single-word-requests><synonyms>","4",""
"314747","1","2016-03-20 08:25:18","33","51559","<single-word-requests><epithet-requests>","15","7"
"314748","1","2016-03-20 08:31:24","2","23337","<grammar><colloquialisms><academia>","2","2"
"314756","1","2016-03-20 09:30:35","0","666","<single-word-requests>","2",""
"314763","1","2016-03-20 11:06:45","1","949","<writing>","3",""
"314772","1","2016-03-20 11:37:26","9","36815","<usage><phrase-usage>","11","3"
"314773","1","2016-03-20 11:44:26","4","936","<grammaticality>","2",""
"314776","1","2016-03-20 11:53:38","2","1145","<single-word-requests><synonyms>","3",""
"314789","1","2016-03-20 14:27:25","2","57","<single-word-requests>","0","1"
"314799","1","2016-03-20 15:10:53","1","158","<past-tense>","1",""
"314807","1","2016-03-20 15:54:08","2","235","<terminology>","2",""
"314812","1","2016-03-20 16:23:11","3","311","<meaning-in-context>","1",""
"314814","1","2016-03-20 16:41:55","2","156","<phrases>","0","1"
"314815","1","2016-03-20 17:03:55","-1","3014","<word-choice>","3",""
"314817","1","2016-03-20 17:08:37","0","267","<word-choice><class-based-usage>","0",""
"314818","1","2016-03-20 17:13:28","8","2038","<expressions><phrasal-verbs>","4","1"
"314820","1","2016-03-20 17:17:26","2","392","<meaning><idioms>","2",""
"314822","1","2016-03-20 17:22:59","1","559","<meaning>","1",""
"314825","1","2016-03-20 17:31:30","3","176","<past-tense>","1",""
"314830","1","2016-03-20 17:59:04","3","5531","<american-english><usage><formality><register><regional>","2","0"
"314834","1","2016-03-20 18:35:01","3","631","<meaning><word-usage><terminology>","1",""
"314839","1","2016-03-20 19:18:45","14","25977","<single-word-requests><idiom-requests><expression-requests>","3","1"
"314842","1","2016-03-20 19:32:44","1","909","<grammatical-number>","1",""
"314848","1","2016-03-20 20:52:18","8","8713","<etymology><metaphors>","3",""
"314853","1","2016-03-20 21:49:14","0","677","<verbs><infinitives><ing>","1",""
"314854","1","2016-03-20 21:59:45","7","396","<single-word-requests><american-english><british-english><dialectal-equivalent>","2",""
"314860","1","2016-03-20 22:55:40","4","955","<phrase-requests><idiom-requests>","3",""
"314871","1","2016-03-21 00:25:11","0","14","<punctuation>","0",""
"314878","1","2016-03-21 01:59:38","1","345","<grammar><clauses><prepositional-phrases>","5",""
"314879","1","2016-03-21 02:06:37","8","23824","<tenses><questions>","3","2"
"314880","1","2016-03-21 02:09:12","6","3532","<meaning><synonyms>","2","2"
"314887","1","2016-03-21 02:34:13","1","3909","<idiom-requests><proverb-requests>","2",""
"314895","1","2016-03-21 04:05:10","2","8939","<meaning>","2","1"
"314900","1","2016-03-21 04:43:26","5","8790","<connotation>","1",""
"314901","1","2016-03-21 04:46:24","1","883","<word-usage>","1",""
"314918","1","2016-03-21 08:20:09","5","1983","<meaning>","2",""
"314921","1","2016-03-21 09:36:23","2","4667","<grammar><usage><vernacular><regional><dialectal>","1",""
"314925","1","2016-03-21 09:58:15","3","3433","<single-word-requests>","1",""
"314933","1","2016-03-21 11:41:49","1","546","<meaning><ambiguity>","2",""
"314934","1","2016-03-21 11:42:29","-1","3349","<word-usage><orthography>","1",""
"314939","1","2016-03-21 12:20:16","0","54597","<grammar><grammaticality><verbs><slang><formality>","4",""
"314942","1","2016-03-21 12:42:45","0","497","<synonyms><legalese>","1","1"
"314944","1","2016-03-21 12:47:25","1","164","<expressions><meaning-in-context><phrase-requests>","2",""
"314948","1","2016-03-21 13:02:01","3","19848","<word-choice><grammaticality>","2",""
"314949","1","2016-03-21 13:09:03","5","12055","<word-choice>","2","1"
"314955","1","2016-03-21 14:15:57","1","2544","<prepositions>","1",""
"314957","1","2016-03-21 14:18:52","14","6555","<single-word-requests><food>","11","4"
"314966","1","2016-03-21 15:31:02","5","176","<phrase-requests><idiom-requests><expression-requests>","3",""
"314968","1","2016-03-21 15:41:25","1","37597","<word-choice><word-usage><suffixes>","2","1"
"314978","1","2016-03-21 16:26:33","0","2151","<syntactic-analysis><prepositions>","0",""
"314980","1","2016-03-21 16:30:50","8","2431","<terminology><history><legalese>","3",""
"314981","1","2016-03-21 16:32:54","3","1022","<single-word-requests><phrase-requests>","4",""
"314982","1","2016-03-21 16:35:31","0","9708","<grammar>","1",""
"314988","1","2016-03-21 17:13:24","2","10676","<meaning><word-choice><grammar><phrases>","2",""
"315002","1","2016-03-21 20:20:57","2","948","<meaning><expressions>","1",""
"315006","1","2016-03-21 21:21:50","1","763","<dialects><regional>","2",""
"315010","1","2016-03-21 21:42:13","1","566","<meaning><american-english><british-english>","1",""
"315022","1","2016-03-21 23:29:03","0","881","<usage>","2",""
"315023","1","2016-03-21 23:29:13","1","2783","<single-word-requests><phrase-requests><synonyms>","3",""
"315035","1","2016-03-22 00:52:14","3","1226","<punctuation><book-title>","3",""
"315036","1","2016-03-22 01:10:39","0","5892","<single-word-requests>","2",""
"315046","1","2016-03-22 01:39:07","1","874","<grammar><parts-of-speech>","3",""
"315047","1","2016-03-22 01:53:05","7","18133","<differences>","3",""
"315050","1","2016-03-22 02:14:48","0","2810","<word-choice><word-usage>","2",""
"315061","1","2016-03-22 04:16:08","0","400","<grammaticality>","1","0"
"315064","1","2016-03-22 05:12:50","3","172","<single-word-requests>","2","1"
"315066","1","2016-03-22 05:52:43","3","60","<meaning>","0",""
"315067","1","2016-03-22 05:56:18","7","928","<phrases>","2","3"
"315070","1","2016-03-22 06:42:59","1","348","<capitalization><proper-nouns><toponyms>","1",""
"315071","1","2016-03-22 06:47:15","2","12522","<names><titles><epithet-requests>","3","1"
"315072","1","2016-03-22 06:49:44","0","9067","<word-usage>","2",""
"315075","1","2016-03-22 07:12:37","1","1776","<single-word-requests><psychology><social-interaction><past-habitual>","1",""
"315082","1","2016-03-22 08:10:49","0","105","<grammar><word-usage><terminology><mathematics>","1",""
"315088","1","2016-03-22 09:40:10","4","2402","<single-word-requests>","4","0"
"315089","1","2016-03-22 09:42:33","2","183","<single-word-requests><abstract-nouns>","3",""
"315090","1","2016-03-22 09:58:06","7","14069","<american-english><usage><dialects><vernacular><regional>","4","1"
"315095","1","2016-03-22 10:03:45","1","36385","<grammaticality>","2",""
"315100","1","2016-03-22 10:20:36","0","2121","<grammar>","1","1"
"315107","1","2016-03-22 11:25:08","22","59574","<word-usage><american-english><british-english><image-identification>","12","4"
"315111","1","2016-03-22 12:06:45","1","870","<single-word-requests><phrase-requests>","2",""
"315118","1","2016-03-22 12:27:09","5","502","<single-word-requests>","7",""
"315119","1","2016-03-22 12:30:52","11","3595","<phrase-requests><idiom-requests><translation>","10","2"
"315124","1","2016-03-22 12:52:12","25","4491","<meaning><single-word-requests><word-choice>","10","1"
"315138","1","2016-03-22 13:38:35","2","95","<meaning><phrases><adjectives>","1","1"
"315141","1","2016-03-22 13:55:21","5","21159","<single-word-requests>","5","1"
"315143","1","2016-03-22 13:55:54","2","165","<punctuation>","1",""
"315150","1","2016-03-22 14:43:17","3","2054","<word-usage>","2","1"
"315155","1","2016-03-22 14:51:55","0","368","<meaning-in-context><word-order>","1",""
"315156","1","2016-03-22 14:55:25","2","825","<grammar><prepositions><usage>","1",""
"315159","1","2016-03-22 14:58:50","7","2046","<grammar>","8","2"
"315167","1","2016-03-22 15:18:33","1","21316","<single-word-requests>","7",""
"315170","1","2016-03-22 15:29:05","2","270","<relative-clauses><pied-piping>","3","1"
"315176","1","2016-03-22 16:10:36","0","455","<possessives><proper-nouns>","1",""
"315179","1","2016-03-22 16:40:48","1","1088","<meaning><word-choice><meaning-in-context><syntactic-analysis>","1",""
"315187","1","2016-03-22 17:16:55","7","1520","<phrases><phrase-requests><british-english><expression-requests><irony>","3",""
"315198","1","2016-03-22 18:48:45","8","8668","<nouns><capitalization><proper-nouns><convention><trademarks>","2","2"
"315215","1","2016-03-22 20:20:18","4","3447","<parts-of-speech><colors>","1","1"
"315228","1","2016-03-22 21:45:02","0","9480","<word-choice><tone>","1",""
"315232","1","2016-03-22 22:01:10","1","12798","<grammar><meaning-in-context><prepositions>","1",""
"315240","1","2016-03-22 22:58:40","1","292","<tenses><past-perfect>","2",""
"315247","1","2016-03-23 00:12:42","0","863","<meaning><meaning-in-context><slang>","1",""
"315249","1","2016-03-23 00:23:02","2","432","<single-word-requests><slang><offensive-language><exclamations>","1",""
"315253","1","2016-03-23 00:39:53","0","8156","<grammaticality><syntactic-analysis><in-of>","2","1"
"315260","1","2016-03-23 01:23:47","1","309","<expressions><writing>","1",""
"315263","1","2016-03-23 01:43:10","3","2093","<single-word-requests><phrase-requests><adjectives>","4","1"
"315268","1","2016-03-23 02:03:57","0","66","<terminology>","1",""
"315288","1","2016-03-23 04:37:35","0","275","<meaning><syntactic-analysis>","1",""
"315291","1","2016-03-23 05:00:12","2","1296","<syntactic-analysis>","2",""
"315293","1","2016-03-23 05:11:16","1","557","<single-word-requests><phrase-requests>","1",""
"315295","1","2016-03-23 05:26:02","0","164","<phrases><expressions>","1",""
"315297","1","2016-03-23 06:03:34","3","7370","<single-word-requests>","9","0"
"315308","1","2016-03-23 06:51:03","0","682","<adjectives><ambiguity>","1",""
"315310","1","2016-03-23 07:27:53","-1","2372","<word-choice>","2",""
"315313","1","2016-03-23 07:40:26","2","2733","<differences>","0",""
"315320","1","2016-03-23 07:54:13","-2","6335","<expressions><phrase-requests>","1",""
"315323","1","2016-03-23 08:14:53","1","1059","<verb-agreement><measuring-units>","1",""
"315328","1","2016-03-23 09:16:49","1","45592","<vocabulary><synonyms>","2",""
"315330","1","2016-03-23 09:28:01","0","431","<grammar>","1",""
"315338","1","2016-03-23 10:03:22","1","93","<idiom-requests><popular-refrains>","1","1"
"315346","1","2016-03-23 11:14:15","1","436","<expressions><idiom-requests><colloquialisms><simile><equivalence>","4",""
"315348","1","2016-03-23 11:33:27","3","8898","<word-choice><word-usage>","4",""
"315351","1","2016-03-23 11:52:12","0","69","<word-usage>","1",""
"315355","1","2016-03-23 12:11:17","0","276","<prepositions>","1",""
"315359","1","2016-03-23 12:38:25","0","46","<word-usage><meaning-in-context>","0",""
"315362","1","2016-03-23 12:55:29","2","1280","<single-word-requests><word-choice><word-usage>","1","1"
"315367","1","2016-03-23 13:10:04","1","259","<word-usage><metaphors><appropriate>","1",""
"315371","1","2016-03-23 13:25:56","15","26152","<meaning><word-choice><phrase-requests>","11","2"
"315378","1","2016-03-23 13:57:22","0","116","<grammar><punctuation><quotations>","2",""
"315379","1","2016-03-23 13:59:39","1","46","<grammar>","0",""
"315381","1","2016-03-23 14:09:35","1","183","<word-choice><prepositions>","2",""
"315385","1","2016-03-23 15:06:41","2","2321","<word-choice>","3","1"
"315388","1","2016-03-23 15:18:33","4","624","<grammar><conditionals>","1",""
"315389","1","2016-03-23 15:18:49","3","8263","<meaning>","2",""
